index,qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,range,row,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes,rangeRow,file_,NDRE_mean,predicted,residual
1552,MV$HYBRID-HIPS$REP2$PLOT77$ROW23$RANGE43$SOLAR 2,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,59,1,23,43,177,HOEGEMEYER 8065RR,2022-04-29,,,,,,,,,85,183,29500,22.66,214.08,10.2,60.1,17.5,16.8,4.2,2.5,40.8,16.5,586,25.6,159.3,17.7,5.26,71.16,7.32,3.57,1.11,1.22,yellow,1.69,2022-10-11,,43-23,MOValley-TP3-Hybrids_23_43,0.325693520967384,170.776148144623,43.3038518553774
1556,MV$HYBRID-HIPS$REP2$PLOT81$ROW23$RANGE44$PHP02 X PHG47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,1,23,44,181,PHK56 X PHJ89,2022-04-29,,,,,,,,,68,193,27000,16.67,157.49,10.2,59.8,17.4,16.6,4,2.5,41.2,14,492,33.4,161.2,25.6,5.47,68.05,9.21,3.93,1.21,1,yellow,1.85,2022-10-11,,44-23,MOValley-TP3-Hybrids_23_44,0.30667362708243,154.633480060164,2.85651993983598
1560,MV$HYBRID-HIPS$REP2$PLOT85$ROW23$RANGE45$B84 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,1,23,45,185,PIONEER P0589 AMXT,2022-04-29,,,,,,,,,87,206,27000,18.62,176.11,10.1,61.1,15.6,13.8,3.5,2.5,36.2,15.5,407,27.4,103.4,17.6,5.4,72.19,7.23,3.74,1.39,1.19,yellow,0,2022-10-11,,45-23,MOValley-TP3-Hybrids_23_45,0.303820737105944,152.212159717871,23.8978402821291
1565,MV$HYBRID-HIPS$REP1$PLOT2$ROW25$RANGE2$LH185 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,2,25,2,202,PHW52 X PHZ51,2022-04-29,,,,,,,,,80,213,27000,15.35,144.05,10.8,59.9,21,20,4,2.6,41.2,13.5,500,32.7,163.6,31.4,4.92,71.18,7.85,3.22,0.66,0.89,yellow,5.56,2022-10-11,,2-25,MOValley-TP3-Hybrids_25_2,0.302401726065684,151.007808927606,-6.95780892760556
1569,MV$HYBRID-HIPS$REP1$PLOT6$ROW25$RANGE3$LH185 X LH145,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,69,2,25,3,206,B37 X MO17,2022-04-29,,,,,,,,,105,211,34500,16.9,157.7,11.3,58.8,18.2,17.1,3.9,2.5,46.2,15,590,25.3,145.4,26.7,5.33,71.53,8.98,3.89,1.45,1.11,yellow,2.9,2022-10-11,,3-25,MOValley-TP3-Hybrids_25_3,0.310198254783463,157.624921308113,0.0750786918868869
1573,MV$HYBRID-HIPS$REP1$PLOT10$ROW25$RANGE4$LH195 X LH185,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,53,2,25,4,210,LH123HT X 3IIH6,2022-04-29,,,,,,,,,101,237,26500,13.55,127.16,10.8,57.5,17.9,17.2,4.1,2.5,36,17,562,27.2,153,31,4.52,67.03,11.01,3.98,1.29,1.06,yellow,7.55,2022-10-11,,4-25,MOValley-TP3-Hybrids_25_4,0.287871649234348,138.67576286317,-11.5157628631697
1576,MV$HYBRID-HIPS$REP1$PLOT14$ROW25$RANGE5$2369 X PHZ51,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,55,2,25,5,214,PHP02 X LH82,2022-04-29,,,,,,,,,90,163,27500,14.51,135.55,11.2,56,14.9,14,3.9,2.5,34.2,16.8,486,22.1,102.2,16.9,4.96,66.11,11.36,3.98,1.17,1.23,yellow,0,2022-10-11,,5-25,MOValley-TP3-Hybrids_25_5,0.25931089976352,114.435527784062,21.1144722159383
1580,MV$HYBRID-HIPS$REP1$PLOT18$ROW25$RANGE6$PHW52 X LH185,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,2,25,6,218,PHB47 X PHK56,2022-04-29,,,,,,,,,103,220,31500,16.37,154.31,10.4,59.6,14.9,13.5,3.5,2.1,34.2,14.8,505,18.7,97.1,18.2,4.98,69.22,11.09,4.35,1.06,0.9,yellow,1.59,2022-10-11,,6-25,MOValley-TP3-Hybrids_25_6,0.300679856364296,149.546414282488,4.7635857175124
1584,MV$HYBRID-HIPS$REP1$PLOT22$ROW25$RANGE7$PHK56 X LH198,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,56,2,25,7,222,B73 X PHN82,2022-04-29,,,,,,,,,87,200,28000,17.86,169.11,10,63.3,18.5,17.4,4.6,3.1,42.2,17.5,651,27.2,192.3,32.7,5.32,68.55,8.77,3.81,1.14,1.18,yellow,0,2022-10-11,,7-25,MOValley-TP3-Hybrids_25_7,0.314226528593138,161.04381982859,8.06618017141031
1588,MV$HYBRID-HIPS$REP1$PLOT26$ROW25$RANGE8$LH82 X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,66,2,25,8,226,B73 X MO17,2022-04-29,,,,,,,,,117,225,33000,17.11,159.3,11.5,56.3,19.5,18.1,4.1,2.5,49.8,14,448,34.6,164.3,24.3,5.71,71.81,8.78,3.93,1.83,1.4,yellow,10.61,2022-10-11,,8-25,MOValley-TP3-Hybrids_25_8,0.318934084912837,165.039242706208,-5.73924270620759
1592,MV$HYBRID-HIPS$REP1$PLOT30$ROW25$RANGE9$WF9 X H95,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,2,25,9,230,PHB47 X LH185,2022-04-29,,,,,,,,,83,204,27000,13.87,130.89,10.3,57.3,18.4,16.5,3.9,2.4,44,12.5,370,33.4,123.5,20.2,5.64,66.09,11.27,4.04,1.71,1.15,yellow,5.56,2022-10-11,,9-25,MOValley-TP3-Hybrids_25_9,0.25802637516568,113.345319060781,17.5446809392188
1596,MV$HYBRID-HIPS$REP1$PLOT34$ROW25$RANGE10$B37 X MO17,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,41,2,25,10,234,PHN46 X PHB47,2022-04-29,,,,,,,,,95,192,20500,14.9,140.61,10.3,58.7,18.2,15.6,4.4,2.6,38.2,13.5,467,31.8,142.2,23.5,5.22,70.68,10.1,4.19,1,0.93,yellow,0,2022-10-11,,10-25,MOValley-TP3-Hybrids_25_10,0.279851386192321,131.868761466599,8.74123853340106
1600,MV$HYBRID-HIPS$REP1$PLOT38$ROW25$RANGE11$B37 X H95,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,55,2,25,11,238,HOEGEMEYER 8065RR,2022-04-29,,,,,,,,,102,204,27500,18.83,176.51,10.9,57.3,18.8,18.2,4.4,2.6,46.2,14.5,561,31.8,178.1,22.8,5.22,69.13,9.49,3.82,1.36,1.18,yellow,5.45,2022-10-11,,11-25,MOValley-TP3-Hybrids_25_11,0.320614222052247,166.465217863688,10.0447821363117
1604,MV$HYBRID-HIPS$REP1$PLOT42$ROW25$RANGE12$LH195 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,51,2,25,12,242,PHK56 X PHJ89,2022-04-29,,,,,,,,,70,208,25500,17.23,162.05,10.6,58.7,15.9,15.6,4.2,2.6,38,16,508,26.1,136.5,20.6,5.78,67.45,9.09,4.37,0.96,1.07,yellow,3.92,2022-10-11,,12-25,MOValley-TP3-Hybrids_25_12,0.310281447782968,157.695529324439,4.35447067556069
1608,MV$HYBRID-HIPS$REP1$PLOT46$ROW25$RANGE13$B84 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,,2,25,13,246,LH185 X LH145,2022-04-29,,,,,,,,,87,204,,,,,,18.9,17.9,4.5,2.9,38.2,17.5,579,31.2,189.1,24.1,5.03,68.86,8.5,3.93,0.85,1.19,yellow,,-Inf,,13-25,,,,
1612,MV$HYBRID-HIPS$REP1$PLOT50$ROW25$RANGE14$4N506 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,,2,25,14,250,LH185 X W606S,2022-04-29,,,,,,,,,88,184,,,,,,19.4,19.4,4.5,2.8,37.8,17.5,584,33.7,199.2,25.6,5.51,68.75,8.56,4.41,0.74,1.2,yellow,,-Inf,,14-25,,,,
1616,MV$HYBRID-HIPS$REP1$PLOT54$ROW25$RANGE15$PHG39 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,2,25,15,254,PHW52 X PHM49,2022-04-29,,,,,,,,,102,216,28500,17.09,159.66,11.2,61.5,19.5,19.8,3.9,2.4,41.5,13.5,532,27.8,147.1,20.7,5.24,72.67,7.91,4.52,0.2,0.92,yellow,5.26,2022-10-11,,15-25,MOValley-TP3-Hybrids_25_15,0.330599722074037,174.940165909357,-15.2801659093565
1620,MV$HYBRID-HIPS$REP1$PLOT58$ROW25$RANGE16$LH195 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,2,25,16,258,LH195 X PHZ51,2022-04-29,,,,,,,,,116,230,28500,19.25,180.65,10.8,61.8,21.1,21.1,4.1,2.5,46,13.5,590,31.4,187.5,37.4,5.29,70.5,9.64,4.49,0.95,1.1,yellow,0,2022-10-11,,16-25,MOValley-TP3-Hybrids_25_16,0.345658841007714,187.72122347262,-7.07122347261958
1624,MV$HYBRID-HIPS$REP1$PLOT62$ROW25$RANGE17$2FACC X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,2,25,17,262,2FACC X 3IIH6,2022-04-29,,,,,,,,,72,170,25000,15.75,148.13,10.6,55.7,18.1,18.2,4.2,2.6,38.2,16,550,23.3,127.3,26.2,5.49,69.24,10.57,4.08,1.73,1.48,yellow,0,2022-10-11,,17-25,MOValley-TP3-Hybrids_25_17,0.298481504121424,147.680616775726,0.449383224273959
1627,MV$HYBRID-HIPS$REP1$PLOT66$ROW25$RANGE18$PHB47 X PHJ89,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,52,2,25,18,266,HOEGEMEYER 7089 AMXT,2022-04-29,,,,,,,,,92,203,26000,21.86,206.52,10.2,60.6,20.5,,4,2.1,43.8,13,566,36.1,197.2,28.6,4.61,68.42,9.56,3.31,1.12,1.15,yellow,1.92,2022-10-11,,18-25,MOValley-TP3-Hybrids_25_18,0.319034340412308,165.124332100575,41.395667899425
1631,MV$HYBRID-HIPS$REP1$PLOT70$ROW25$RANGE19$2369 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,39,2,25,19,270,PHP02 X LH198,2022-04-29,,,,,,,,,91,187,19500,15.95,150.18,10.5,59.8,16.9,14.5,4.4,2.6,36.8,15,459,32,166.4,31.4,4.94,66.64,10.89,3.87,1.43,1.13,yellow,0,2022-10-11,,19-25,MOValley-TP3-Hybrids_25_19,0.317491869299397,163.815197604021,-13.6351976040212
1635,MV$HYBRID-HIPS$REP1$PLOT74$ROW25$RANGE20$PHT69 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,2,25,20,274,PHK76 X LH82,2022-04-29,,,,,,,,,79,171,31500,19.13,179.72,10.7,61.1,16,,4,2.5,33,17,526,24.5,119.5,17.3,5.27,68.33,9,4.09,0.85,1.09,orange,0,2022-10-11,,20-25,MOValley-TP3-Hybrids_25_20,0.312875737679449,159.897369196264,19.8226308037364
1637,MV$HYBRID-HIPS$REP1$PLOT78$ROW25$RANGE21$PHK56 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,49,2,25,21,278,PHK56 X LH82,2022-04-29,,,,,,,,,93,196,24500,20.03,188.39,10.6,59.4,15.6,,4.1,2.2,39.2,18,671,22.6,145.3,23.7,4.91,68.55,7.82,4.07,1.02,1.12,yellow,0,2022-10-11,,21-25,MOValley-TP3-Hybrids_25_21,0.329055531877955,173.629572383157,14.7604276168431
1641,MV$HYBRID-HIPS$REP1$PLOT82$ROW25$RANGE22$LH185 X W606S,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,2,25,22,282,F42 X MO17,2022-04-29,,,,,,,,,105,206,27000,18.64,172.77,11.9,58.6,21.4,,4.6,3.1,51.5,16,787,26.4,,29.1,5.93,72.95,6.73,4.17,1.36,1.21,yellow,3.7,2022-10-11,,22-25,MOValley-TP3-Hybrids_25_22,0.336791052713942,180.194905821454,-7.42490582145433
1645,MV$HYBRID-HIPS$REP1$PLOT86$ROW25$RANGE23$PHP02 X PHJ89,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,60,2,25,23,286,LH195 X LH185,2022-04-29,,,,,,,,,93,211,30000,18.72,175.48,10.9,59.3,15.4,,3.8,2,36,16.2,488,25.6,116.5,15.6,5.86,68.93,7.47,4.25,0.96,1.06,yellow,0,2022-10-11,,23-25,MOValley-TP3-Hybrids_25_23,0.311697639680067,158.897487436144,16.5825125638563
1481,MV$HYBRID-HIPS$REP2$PLOT2$ROW25$RANGE24$PHW52 X PHZ51,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,46,1,25,24,102,LH185 X LH82,2022-04-29,,,,,,,,,55,160,23000,18.02,169.29,10.7,59.5,19.1,,4.4,2.6,45,17.2,722,26.4,192.9,25.3,5.58,68.09,8.32,3.99,1.25,1.21,yellow,6.52,2022-10-11,,24-25,MOValley-TP3-Hybrids_25_24,0.300518465786197,149.409437990718,19.8805620092822
1485,MV$HYBRID-HIPS$REP2$PLOT6$ROW25$RANGE25$B37 X MO17,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,59,1,25,25,106,LH185 X LH145,2022-04-29,,,,,,,,,72,190,29500,17.71,166.01,10.9,57.3,19,,3.8,2,45.2,13,631,20.5,120.8,19.4,5.87,72.36,8.44,3.93,1.42,1.18,yellow,0,2022-10-11,,25-25,MOValley-TP3-Hybrids_25_25,0.273551589332765,126.521963512917,39.4880364870827
1489,MV$HYBRID-HIPS$REP2$PLOT10$ROW25$RANGE26$LH123HT X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,62,1,25,26,110,LH195 X LH185,2022-04-29,,,,,,,,,75,203,31000,17.12,160.66,10.8,60.3,17.9,,3.8,2.4,38.2,13.5,397,31.6,116.2,22.1,5.72,67.36,9.05,3.97,1.3,1.07,yellow,0,2022-10-11,,26-25,MOValley-TP3-Hybrids_25_26,0.315866284497005,162.435522403576,-1.77552240357636
1493,MV$HYBRID-HIPS$REP2$PLOT14$ROW25$RANGE27$PHP02 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,68,1,25,27,114,2369 X PHZ51,2022-04-29,,,,,,,,,109,240,34000,16.91,158.87,10.7,61.4,18.6,,4,2.6,42.8,14.5,584,26.6,159,28.3,4.94,69.31,8.25,3.33,0.84,1.02,yellow,0,2022-10-11,,27-25,MOValley-TP3-Hybrids_25_27,0.310684138518812,158.037303202293,0.8326967977072
1497,MV$HYBRID-HIPS$REP2$PLOT18$ROW25$RANGE28$PHB47 X PHK56,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,69,1,25,28,118,PHW52 X LH185,2022-04-29,,,,,,,,,77,175,34500,18.2,171.18,10.6,60.2,18.6,,4.2,2.5,40.2,15,522,29.1,151.4,22.3,4.94,68.06,8.65,4.18,1.26,1.12,yellow,4.35,2022-10-11,,28-25,MOValley-TP3-Hybrids_25_28,0.309397545932816,156.945339324824,14.234660675176
1500,MV$HYBRID-HIPS$REP2$PLOT22$ROW25$RANGE29$B73 X PHN82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,55,1,25,29,122,PHK56 X LH198,2022-04-29,,,,,,,,,86,198,27500,17.33,163.72,10.2,60.7,15.1,,4.2,2.2,39,15.5,562,28.5,160.8,25.3,4.87,67.33,8.34,4.23,1.39,1.17,yellow,5.45,2022-10-11,,29-25,MOValley-TP3-Hybrids_25_29,0.315483641601895,162.110763638464,1.60923636153569
1504,MV$HYBRID-HIPS$REP2$PLOT26$ROW25$RANGE30$B73 X MO17,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,59,1,25,30,126,LH82 X PHB47,2022-04-29,,,,,,,,,73,178,29500,16.66,156.69,10.6,57.9,18,,3.6,2,44.2,16,724,17.8,131.1,19.9,5.08,67.2,10.15,4.47,0.91,1.13,yellow,1.69,2022-10-11,,30-25,MOValley-TP3-Hybrids_25_30,0.2899446309249,140.435155190916,16.2548448090843
1508,MV$HYBRID-HIPS$REP2$PLOT30$ROW25$RANGE31$PHB47 X LH185,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,64,1,25,31,130,WF9 X H95,2022-04-29,,,,,,,,,102,225,32000,13.24,123.55,11.3,61.1,15.6,,4.1,2.9,38.8,17.5,592,17.9,103.6,16.6,5.25,70.45,10.39,4.39,0.58,0.94,yellow,12.5,2022-10-11,,31-25,MOValley-TP3-Hybrids_25_31,0.289672105951279,140.203856308782,-16.6538563087821
1511,MV$HYBRID-HIPS$REP2$PLOT34$ROW25$RANGE32$PHN46 X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,1,25,32,134,B37 X MO17,2022-04-29,,,,,,,,,109,229,31500,16.94,156.12,12.4,60,18.2,17.8,4,2.9,44,13,521,29.7,152.8,28.2,5.09,68.5,8.42,4.14,1.18,1.05,yellow,3.17,2022-10-11,,32-25,MOValley-TP3-Hybrids_25_32,0.311368981573983,158.61854693564,-2.49854693564024
1515,MV$HYBRID-HIPS$REP2$PLOT38$ROW25$RANGE33$COMMERCIAL HYBRID 3,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,1,25,33,138,B37 X H95,2022-04-29,,,,,,,,,107,211,32500,14.69,137.85,10.8,63.2,15.8,14.4,4.2,2.9,33.5,17,508,22.3,109.8,24.3,4.88,69.57,9.23,4.81,0.72,0.89,yellow,0,2022-10-11,,33-25,MOValley-TP3-Hybrids_25_33,0.307406006434957,155.255069059097,-17.4050690590965
1519,MV$HYBRID-HIPS$REP2$PLOT42$ROW25$RANGE34$PHK56 X PHJ89,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,1,25,34,142,LH195 X 3IIH6,2022-04-29,,,,,,,,,112,195,31500,19.16,180,10.7,56.8,18.2,17,4,2.4,38.5,15.5,568,27.3,153.5,25.4,4.77,68.21,8.14,4.35,1.06,1.29,yellow,0,2022-10-11,,34-25,MOValley-TP3-Hybrids_25_34,0.310900217985592,158.220695345971,21.7793046540292
1523,MV$HYBRID-HIPS$REP2$PLOT46$ROW25$RANGE35$,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,1,25,35,146,B84 X 3IIH6,2022-04-29,,,,,,,,,115,196,31500,13.07,122.51,10.9,57.3,18.9,19.4,4.5,2.9,42,16.5,651,31,193.3,36.5,4.79,67.68,8.35,3.91,1.33,1.25,yellow,26.98,2022-10-11,,35-25,MOValley-TP3-Hybrids_25_35,0.289532487481938,140.085358559917,-17.5753585599167
1527,MV$HYBRID-HIPS$REP2$PLOT50$ROW25$RANGE36$,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,58,1,25,36,150,4N506 X 3IIH6,2022-04-29,,,,,,,,,95,211,29000,17.24,162.15,10.6,56.7,18,16.2,4,2.2,38.2,15,554,29.2,160.1,26.9,4.57,66.82,8.43,4.69,1.29,1.31,yellow,3.45,2022-10-11,,36-25,MOValley-TP3-Hybrids_25_36,0.296642642033582,146.119927714226,16.0300722857736
1530,MV$HYBRID-HIPS$REP2$PLOT54$ROW25$RANGE37$PHW52 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,58,1,25,37,154,PHG39 X PHM49,2022-04-29,,,,,,,,,91,202,29000,18.53,174.28,10.6,61.5,20.8,19.9,4.4,2.6,44.2,14.5,512,35.3,174.7,27.7,5.6,68.99,8.63,3.75,1.02,0.99,yellow,0,2022-10-11,,37-25,MOValley-TP3-Hybrids_25_37,0.311376301946596,158.624759922215,15.655240077785
1534,MV$HYBRID-HIPS$REP2$PLOT58$ROW25$RANGE38$LH195 X PHZ51,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,1,25,38,158,LH195 X PHM49,2022-04-29,,,,,,,,,72,171,25000,15.07,143.8,9.3,62.2,17.5,16.5,3.5,2.5,40.2,14.4,409,27.5,121.4,17.3,5.14,68.65,9.23,4.1,0.56,1.06,yellow,4,2022-10-11,,38-25,MOValley-TP3-Hybrids_25_38,0.278081033391351,130.366217980746,13.4337820192536
1538,MV$HYBRID-HIPS$REP2$PLOT62$ROW25$RANGE39$2FACC X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,1,25,39,162,2FACC X 3IIH6,2022-04-29,,,,,,,,,83,190,31500,16.12,151.44,10.7,55.6,17.2,16,4.1,2.6,36.2,16,480,30.1,150.1,28,5.1,70.51,9.13,3.92,1.79,1.37,yellow,3.17,2022-10-11,,39-25,MOValley-TP3-Hybrids_25_39,0.281531502288715,133.294718764337,18.1452812356627
1542,MV$HYBRID-HIPS$REP2$PLOT66$ROW25$RANGE40$COMMERCIAL HYBRID 4,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,1,25,40,166,PHB47 X PHJ89,2022-04-29,,,,,,,,,90,206,31500,16.27,154.05,10,59.4,15.4,14.4,3.5,2.4,35.2,13,302,36.4,106.9,14,5.48,68.65,8.43,4.4,0.58,0.99,yellow,6.35,2022-10-11,,40-25,MOValley-TP3-Hybrids_25_40,0.282381511099324,134.016142878558,20.0338571214423
1546,MV$HYBRID-HIPS$REP2$PLOT70$ROW25$RANGE41$PHP02 X LH198,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,1,25,41,170,2369 X 3IIH6,2022-04-29,,,,,,,,,80,200,28500,16.79,157.56,10.8,57.6,18.4,17.1,4.2,2.1,42.5,15.5,506,33.9,174.1,26.6,5.43,69.7,8.49,3.84,1.55,1.31,yellow,3.51,2022-10-11,,41-25,MOValley-TP3-Hybrids_25_41,0.304216162546549,152.547767354719,5.01223264528082
