index,qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,range,row,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes,rangeRow,file_,NDRE_mean,predicted,residual
1562,MV$HYBRID-HIPS$REP2$PLOT87$ROW27$RANGE45$PHW52 X LH185,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,1,27,45,187,PHP02 X LH198,2022-04-29,,,,,,,,,79,192,25000,15.46,145.73,10.4,61.1,15.8,15,4.2,2.6,34.2,15.5,502,29.6,153.4,25.7,5.24,67.18,9.01,4.15,1.48,1.24,yellow,6,2022-10-11,,45-27,MOValley-TP3-Hybrids_27_45,0.296468563689487,145.972182992494,-0.242182992493838
1567,MV$HYBRID-HIPS$REP1$PLOT4$ROW29$RANGE2$COMMERCIAL HYBRID 1,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,2,29,2,204,PHG39 X PHM49,2022-04-29,,,,,,,,,104,202,28500,13.81,129.74,10.7,59.6,19,16.6,3.2,2,38.5,12.5,460,26.7,122.9,19.6,4.55,70.32,7.43,3.15,0.82,0.81,yellow,1.75,2022-10-11,,2-29,MOValley-TP3-Hybrids_29_2,0.304367262362776,152.67600961494,-22.9360096149403
1571,MV$HYBRID-HIPS$REP1$PLOT8$ROW29$RANGE3$PHK76 X W606S,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,51,2,29,3,208,PHK76 X 3IIH6,2022-04-29,,,,,,,,,105,260,25500,9.61,90.49,10.5,57.9,18.4,17.2,3.8,2.5,36.8,16,550,22.1,122.6,24.2,4.86,67.53,9.47,4.25,0.73,1.09,yellow,3.92,2022-10-11,,3-29,MOValley-TP3-Hybrids_29_3,0.262224868827926,116.908687503018,-26.4186875030183
1574,MV$HYBRID-HIPS$REP1$PLOT12$ROW29$RANGE4$PHW52 X PHN82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,53,2,29,4,212,PHK76 X LH198,2022-04-29,,,,,,,,,113,220,26500,11.86,111.3,10.8,61,16.9,15.5,3.6,2.4,41,13.5,493,24.7,122.6,23.6,5.11,71.68,9,4.65,0.43,0.94,yellow,3.77,2022-10-11,,4-29,MOValley-TP3-Hybrids_29_4,0.282991672611264,134.534002485175,-23.2340024851746
1578,MV$HYBRID-HIPS$REP1$PLOT16$ROW29$RANGE5$2369 X LH123HT,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,2,29,5,216,LH195 X LH123HT,2022-04-29,,,,,,,,,119,235,28500,14.07,130.7,11.7,61.5,17.1,16.4,3.8,2.5,37,14.2,508,25.3,129.9,24,4.72,70.81,9.63,3.66,0.68,0.92,yellow,1.75,2022-10-11,,5-29,MOValley-TP3-Hybrids_29_5,0.281751095937949,133.481093484116,-2.78109348411633
1582,MV$HYBRID-HIPS$REP1$PLOT20$ROW29$RANGE6$B73 X PHN82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,59,2,29,6,220,PHK56 X W606S,2022-04-29,,,,,,,,,94,216,29500,15.84,148.65,10.8,58.9,18.6,17.9,4.4,3,41.8,16,616,25.3,154.8,29,5.14,68.3,9.59,3.66,1.24,1.01,yellow,0,2022-10-11,,6-29,MOValley-TP3-Hybrids_29_6,0.318210992120235,164.425535447069,-15.7755354470686
1586,MV$HYBRID-HIPS$REP1$PLOT24$ROW29$RANGE7$2369 X PHN82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,58,2,29,7,224,F42 X OH43,2022-04-29,,,,,,,,,115,220,29000,15.55,146.09,10.7,58,16.2,15.4,4.4,3.2,37.8,18.5,466,24.7,111.8,23.6,5.79,70.95,9.9,3.98,1.04,1.21,yellow,1.72,2022-10-11,,7-29,MOValley-TP3-Hybrids_29_7,0.302895341620814,151.426753014045,-5.33675301404458
1590,MV$HYBRID-HIPS$REP1$PLOT28$ROW29$RANGE8$PHB47 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,2,29,8,228,LH145 X LH162,2022-04-29,,,,,,,,,97,207,27000,16.67,153.8,12.3,59.8,18.6,16.1,3.9,2.2,39.8,15.5,546,27.4,154.9,26.7,5.25,68.84,8.31,4.09,0.89,1.04,yellow,1.85,2022-10-11,,8-29,MOValley-TP3-Hybrids_29_8,0.317510964423496,163.831404121903,-10.0314041219032
1594,MV$HYBRID-HIPS$REP1$PLOT32$ROW29$RANGE9$LH74 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,2,29,9,232,PIONEER P0589 AMXT,2022-04-29,,,,,,,,,83,193,25000,15.68,148.3,10.1,60.5,17.9,15.5,4.1,2.5,36.8,14,454,26.6,125.2,19.3,5.28,69.67,7.87,3.94,0.8,1.09,yellow,8,2022-10-11,,9-29,MOValley-TP3-Hybrids_29_9,0.295387327629708,145.0545104261,3.2454895739003
1598,MV$HYBRID-HIPS$REP1$PLOT36$ROW29$RANGE10$PHB47 X PHK56,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,58,2,29,10,236,PHB47 X 3IIH6,2022-04-29,,,,,,,,,91,209,29000,12.96,121.76,10.7,56.1,19,15.9,3.6,2,38.8,14,469,25.8,120.1,21,5.21,67.03,9.62,4.01,1.35,1.16,yellow,3.45,2022-10-11,,10-29,MOValley-TP3-Hybrids_29_10,0.26861777396751,122.334508823997,-0.574508823996879
1602,MV$HYBRID-HIPS$REP1$PLOT40$ROW29$RANGE11$PHZ51 X LH145,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,62,2,29,11,240,4N506 X 3IIH6,2022-04-29,,,,,,,,,102,206,31000,14.42,135.17,10.9,55.3,16.8,14.5,4.4,2.4,31.5,16.5,468,28,132.7,21.5,5.14,69.28,8.53,4.28,1.42,1.38,yellow,3.23,2022-10-11,,11-29,MOValley-TP3-Hybrids_29_11,0.307604521693729,155.423554012348,-20.2535540123484
1606,MV$HYBRID-HIPS$REP1$PLOT44$ROW29$RANGE12$F42 X OH43,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,66,2,29,12,244,LH123HT X PHB47,2022-04-29,,,,,,,,,94,219,33000,14.44,136.27,10.3,59.8,16.5,15.4,4.2,2.6,38.2,14,361,,146.6,27.5,5.37,69.03,11.03,4.26,1.43,0.91,yellow,4.55,2022-10-11,,12-29,MOValley-TP3-Hybrids_29_12,0.308301681599502,156.015251370323,-19.7452513703229
1610,MV$HYBRID-HIPS$REP1$PLOT48$ROW29$RANGE13$LH195 X LH123HT,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,49,2,29,13,248,PHP02 X LH185,2022-04-29,,,,,,,,,78,171,24500,17.45,163.57,10.9,55.6,19.4,18.9,4.5,3.1,42.5,14.5,558,30.1,171.3,28.2,5.01,66.62,9.77,3.91,1.52,1.22,yellow,2.04,2022-10-11,,13-29,MOValley-TP3-Hybrids_29_13,0.318508359360428,164.677918593192,-1.10791859319247
1614,MV$HYBRID-HIPS$REP1$PLOT52$ROW29$RANGE14$LH198 X PHZ51,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,51,2,29,14,252,PHP02 X W606S,2022-04-29,,,,,,,,,75,193,25500,18.4,172.67,10.8,57.6,20.9,19.4,4.4,3.5,42.5,16,629,31.5,193.1,33.3,5.32,68.71,9.02,4.08,0.96,1.03,,3.92,2022-10-11,,14-29,MOValley-TP3-Hybrids_29_14,0.33828396322102,181.461976970291,-8.79197697029127
1618,MV$HYBRID-HIPS$REP1$PLOT56$ROW29$RANGE15$PHW52 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,2,29,15,256,PHJ40 X LH82,2022-04-29,,,,,,,,,87,176,32500,17.47,164.49,10.5,58.7,17,15.4,4.2,2.8,37.5,17,572,23.1,138.6,25.1,5.29,68.57,9.34,4.19,0.6,1.08,red,0,2022-10-11,,15-29,MOValley-TP3-Hybrids_29_15,0.319938040573833,165.891325431011,-1.40132543101132
1622,MV$HYBRID-HIPS$REP1$PLOT60$ROW29$RANGE16$B73 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,48,2,29,16,260,PHK56 X LH198,2022-04-29,,,,,,,,,80,212,24000,17.87,167.88,10.7,60.6,15.8,15,4.4,2.5,40.2,16.5,505,27.3,137.4,24.9,5.38,71.46,7.79,3.75,1.28,1.13,yellow,4.17,2022-10-11,,16-29,MOValley-TP3-Hybrids_29_16,0.3290166641338,173.596584339329,-5.7165843393291
1,,Missouri Valley,,,,0,LC_4211,,,,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-29,,,,
1629,MV$HYBRID-HIPS$REP1$PLOT68$ROW29$RANGE18$B14A X MO17,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,2,29,18,268,LH195 X PHM49,2022-04-29,,,,,,,,,65,184,27000,12.36,116.64,10.3,60.8,16.6,16.8,3.5,2.2,37.5,13,500,20.3,101,15.7,4.81,71.76,8.01,4.34,0.41,0.94,yellow,3.7,2022-10-11,,18-29,MOValley-TP3-Hybrids_29_18,0.278903427748974,131.064205005803,-14.4242050058025
1633,MV$HYBRID-HIPS$REP1$PLOT72$ROW29$RANGE19$F42 X MO17,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,2,29,19,272,LH198 X PHZ51,2022-04-29,,,,,,,,,103,204,32500,15.53,144.92,11.3,62,17.9,,3.6,2.1,34,12.2,432,30,127.7,28.8,4.68,70.08,8.95,3.37,1.22,0.99,yellow,1.54,2022-10-11,,19-29,MOValley-TP3-Hybrids_29_19,0.316319200096532,162.819923401693,-17.8999234016926
2,,Missouri Valley,,,,0,LC_4211,,,,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-29,,,,
1639,MV$HYBRID-HIPS$REP1$PLOT80$ROW29$RANGE21$2369 X PHP02,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,67,2,29,21,280,B37 X H95,2022-04-29,,,,,,,,,81,207,33500,14.26,133.97,10.7,63,13.4,,3.6,2.4,28.8,16,360,21.5,76.6,17.6,5.1,70.58,8.38,4.69,0.99,0.92,yellow,1.49,2022-10-11,,21-29,MOValley-TP3-Hybrids_29_21,0.299442036849609,148.495845352139,-14.5258453521386
1643,MV$HYBRID-HIPS$REP1$PLOT84$ROW29$RANGE22$PHK56 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,48,2,29,22,284,LH185 X LH82,2022-04-29,,,,,,,,,62,174,24000,18.19,171.47,10.4,59.7,18.4,,4.9,3.2,40.2,17.5,650,25.8,166.6,23.7,5.66,68.62,7.8,3.94,1.19,1.14,yellow,2.08,2022-10-11,,22-29,MOValley-TP3-Hybrids_29_22,0.305856763417468,153.940187074751,17.5298129252493
1647,MV$HYBRID-HIPS$REP1$PLOT88$ROW29$RANGE23$PHJ40 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,66,2,29,23,288,PHZ51 X LH145,2022-04-29,,,,,,,,,92,224,33000,15.7,148.65,10,60.3,19.2,,3.6,2.4,41.5,14.5,600,22.7,125.6,25.9,5.5,68.72,8.15,3.52,1.16,1.08,yellow,6.06,2022-10-11,,23-29,MOValley-TP3-Hybrids_29_23,0.313802986990303,160.68434928917,-12.0343492891704
1483,MV$HYBRID-HIPS$REP2$PLOT4$ROW29$RANGE24$PHG39 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,1,29,24,104,PIONEER 1311 AMXT,2022-04-29,,,,,,,,,92,218,28500,21.65,203.85,10.5,60.1,18.6,,4.2,2.5,35.2,18.2,528,29.1,207.6,19.7,4.57,69.29,6.95,3.94,1.3,1.18,yellow,8.77,2022-10-11,,24-29,MOValley-TP3-Hybrids_29_24,0.326380945937263,171.359583214705,32.4904167852949
1487,MV$HYBRID-HIPS$REP2$PLOT8$ROW29$RANGE25$PHK76 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,53,1,29,25,108,PHK76 X W606S,2022-04-29,,,,,,,,,99,206,26500,16.79,157.91,10.6,62.8,16.9,,3.6,2.5,33.8,15.2,453,23.2,108.9,20.3,5.58,72.29,6.54,3.99,0.42,0.8,orange,1.89,2022-10-11,,25-29,MOValley-TP3-Hybrids_29_25,0.326043142982695,171.072881248516,-13.1628812485156
1491,MV$HYBRID-HIPS$REP2$PLOT12$ROW29$RANGE26$PHK76 X LH198,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,58,1,29,26,112,PHW52 X PHN82,2022-04-29,,,,,,,,,78,193,29000,19.85,184.4,11.7,61.4,19.4,,4,2.4,42.5,15.2,630,27.2,173.1,22.6,5.21,70.97,7.55,3.91,0.43,0.97,yellow,1.72,2022-10-11,,26-29,MOValley-TP3-Hybrids_29_26,0.331725235962255,175.895418195823,8.50458180417695
1495,MV$HYBRID-HIPS$REP2$PLOT16$ROW29$RANGE27$LH195 X LH123HT,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,66,1,29,27,116,2369 X LH123HT,2022-04-29,,,,,,,,,110,237,33000,15.76,145.57,12.2,61.7,18.6,,4,2.6,46.5,14.5,589,26,163.7,31.6,5.17,70.95,8.73,4.01,1.01,0.84,yellow,1.52,2022-10-11,,27-29,MOValley-TP3-Hybrids_29_27,0.317439204733872,163.770499846703,-18.2004998467033
1498,MV$HYBRID-HIPS$REP2$PLOT20$ROW29$RANGE28$PHK56 X W606S,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,1,29,28,120,B73 X PHN82,2022-04-29,,,,,,,,,83,200,31500,19.58,180.65,12.3,61.8,16.6,,4.4,2.9,41,19,694,20.8,146.1,27.3,5.32,69.82,7.63,3.85,0.68,1.06,yellow,3.17,2022-10-11,,28-29,MOValley-TP3-Hybrids_29_28,0.327772404993416,172.540549934733,8.10945006526708
1502,MV$HYBRID-HIPS$REP2$PLOT24$ROW29$RANGE29$F42 X OH43,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,1,29,29,124,2369 X PHN82,2022-04-29,,,,,,,,,84,201,30500,16.62,154.74,11.5,61.8,16.6,,3.9,2.8,37.8,16.5,566,22,128.6,21.5,5.17,73.3,6.31,4.27,0.32,0.82,yellow,6.56,2022-10-11,,29-29,MOValley-TP3-Hybrids_29_29,0.325675454818918,170.760814944553,-16.0208149445531
1506,MV$HYBRID-HIPS$REP2$PLOT28$ROW29$RANGE30$LH145 X LH162,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,66,1,29,30,128,PHB47 X 3IIH6,2022-04-29,,,,,,,,,93,207,33000,13.92,131.21,10.4,57.9,16.8,,3.8,2.1,38.2,13.5,506,23,113.6,17.2,4.88,68.02,8.15,4.31,0.9,1.02,yellow,4.55,2022-10-11,,30-29,MOValley-TP3-Hybrids_29_30,0.279021474163657,131.164394002771,0.0456059972289609
1509,MV$HYBRID-HIPS$REP2$PLOT32$ROW29$RANGE31$COMMERCIAL HYBRID 2,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,1,29,31,132,LH74 X PHM49,2022-04-29,,,,,,,,,86,186,32500,16.9,160.02,10,62.2,15.5,,3.6,2.1,33.5,15,453,24.4,113.9,16.8,5.08,69.42,7.8,3.8,1,0.88,yellow,3.08,2022-10-11,,31-29,MOValley-TP3-Hybrids_29_31,0.306585067358061,154.558317167837,5.46168283216326
1513,MV$HYBRID-HIPS$REP2$PLOT36$ROW29$RANGE32$PHB47 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,1,29,32,136,PHB47 X PHK56,2022-04-29,,,,,,,,,83,214,32500,17.56,165.9,10.2,60.8,15.2,13.9,3.5,2,38.8,14.5,489,20.9,103.8,18.4,5.36,68.44,8.71,3.85,0.93,0.89,yellow,1.54,2022-10-11,,32-29,MOValley-TP3-Hybrids_29_32,0.292609503544559,142.696900416558,23.203099583442
1517,MV$HYBRID-HIPS$REP2$PLOT40$ROW29$RANGE33$4N506 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,64,1,29,33,140,PHZ51 X LH145,2022-04-29,,,,,,,,,87,217,32000,13.55,128.01,10.2,59.7,18.8,17.2,3.2,2.4,40.8,15.5,569,20.6,120.7,24,5.32,70.34,8.28,3.3,1.06,0.93,yellow,3.12,2022-10-11,,33-29,MOValley-TP3-Hybrids_29_33,0.282878411483955,134.437874883408,-6.42787488340764
1521,MV$HYBRID-HIPS$REP2$PLOT44$ROW29$RANGE34$LH123HT X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,69,1,29,34,144,F42 X OH43,2022-04-29,,,,,,,,,103,227,34500,17.78,167.23,10.6,60.4,16.8,15.6,4,2.6,39,18.8,651,23.8,149,26.1,5.45,69.59,7.8,4.19,0.54,0.99,yellow,4.35,2022-10-11,,34-29,MOValley-TP3-Hybrids_29_34,0.323755702043896,169.131471897801,-1.90147189780112
1525,MV$HYBRID-HIPS$REP2$PLOT48$ROW29$RANGE35$PHP02 X LH185,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,55,1,29,35,148,LH195 X LH123HT,2022-04-29,,,,,,,,,103,226,27500,13.65,127.23,11.4,61.3,19.2,18.9,4,2.5,44,14.5,643,30.7,187.8,32.3,5.36,71.42,8.81,4.72,0.9,1.04,yellow,3.64,2022-10-11,,35-29,MOValley-TP3-Hybrids_29_35,0.2920492513235,142.221400095534,-14.9914000955343
1528,MV$HYBRID-HIPS$REP2$PLOT52$ROW29$RANGE36$PHP02 X W606S,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,1,29,36,152,LH198 X PHZ51,2022-04-29,,,,,,,,,100,237,30500,15.18,142.93,10.5,62.5,16.8,17,4.1,2.5,40,13,513,28.5,143.5,26.6,5.19,70.04,7.01,3.97,0.66,1.07,yellow,3.28,2022-10-11,,36-29,MOValley-TP3-Hybrids_29_36,0.307630069103784,155.445236749562,-12.5152367495615
1532,MV$HYBRID-HIPS$REP2$PLOT56$ROW29$RANGE37$PHJ40 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,59,1,29,37,156,PHW52 X PHM49,2022-04-29,,,,,,,,,90,203,29500,17.89,167.51,11,61.8,17.6,16.6,4.1,2.5,36.8,14.5,484,31.2,210.3,18.2,5.21,70.23,7.47,4.17,0.54,1,yellow,3.39,2022-10-11,,37-29,MOValley-TP3-Hybrids_29_37,0.319724328458802,165.709942519022,1.80005748097776
1536,MV$HYBRID-HIPS$REP2$PLOT60$ROW29$RANGE38$PHK56 X LH198,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,1,29,38,160,B73 X PHM49,2022-04-29,,,,,,,,,112,225,30500,17.8,166.1,11.3,59.1,17.1,15.5,4.4,2.5,37.8,16,430,35.3,156.2,23.9,5.44,71.81,7.97,3.85,1.68,1.26,yellow,1.64,2022-10-11,,38-29,MOValley-TP3-Hybrids_29_38,0.326727733795722,171.653910897535,-5.55391089753516
1540,MV$HYBRID-HIPS$REP2$PLOT64$ROW29$RANGE39$SOLAR 1,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,60,1,29,39,164,PHW52 X PHZ51,2022-04-29,,,,,,,,,93,221,30000,17.23,162.23,10.5,60.8,19.6,19.2,3.9,2.5,43.2,14.5,518,30.9,160.6,27.2,5.36,70.47,6.6,3.93,0.51,0.99,yellow,5,2022-10-11,,39-29,MOValley-TP3-Hybrids_29_39,0.315199526067528,161.869627552393,0.360372447607404
1544,MV$HYBRID-HIPS$REP2$PLOT68$ROW29$RANGE40$LH195 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,64,1,29,40,168,B14A X MO17,2022-04-29,,,,,,,,,128,213,32000,17.11,158.58,11.9,57.1,17.1,16.1,3.6,2.5,40.8,14.5,424,27.2,127.4,21.8,5.93,71.71,6.38,4.25,1.71,1.2,yellow,3.12,2022-10-11,,40-29,MOValley-TP3-Hybrids_29_40,0.324909454411572,170.110690900584,-11.5306909005841
1547,MV$HYBRID-HIPS$REP2$PLOT72$ROW29$RANGE41$LH198 X PHZ51,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,1,29,41,172,F42 X MO17,2022-04-29,,,,,,,,,105,203,30500,19.5,180.74,11.9,58.8,18.1,17.4,4.4,2.5,44.5,15.5,448,35.3,162.9,22.3,5.73,72.81,6.44,4.21,1.29,1.25,yellow,4.92,2022-10-11,,41-29,MOValley-TP3-Hybrids_29_41,0.329277504096765,173.817965855481,6.92203414451913
1551,MV$HYBRID-HIPS$REP2$PLOT76$ROW29$RANGE42$SOLAR 3,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,1,29,42,176,N209 X 3IIH6,2022-04-29,,,,,,,,,116,208,31500,21.12,198.86,10.5,56.2,16.2,16.2,4.5,3,34.2,19.5,552,24.1,132.4,18,4.59,70.22,7.69,4.34,1.95,1.43,yellow,0,2022-10-11,,42-29,MOValley-TP3-Hybrids_29_42,0.318777219438057,164.90610698481,33.9538930151904
1555,MV$HYBRID-HIPS$REP2$PLOT80$ROW29$RANGE43$B37 X H95,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,1,29,43,180,2369 X PHP02,2022-04-29,,,,,,,,,100,213,30500,18.37,173.36,10.3,59.4,18.6,18.2,4,2.5,42.2,14.5,562,28.5,168.4,30.4,5.47,68.53,8.06,3.71,1.32,1.14,yellow,1.64,2022-10-11,,43-29,MOValley-TP3-Hybrids_29_43,0.30133914308415,150.105967703525,23.2540322964751
1559,MV$HYBRID-HIPS$REP2$PLOT84$ROW29$RANGE44$LH185 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,45,1,29,44,184,PHK56 X LH82,2022-04-29,,,,,,,,,87,166,22500,18.29,172.02,10.6,59.2,15.2,13.8,3.8,2.5,36.2,17.5,475,25.3,121.1,17.9,4.93,68.5,7.28,4.1,1.05,1.19,yellow,4.44,2022-10-11,,44-29,MOValley-TP3-Hybrids_29_44,0.299842040741256,148.835338836929,23.184661163071
1563,MV$HYBRID-HIPS$REP2$PLOT88$ROW29$RANGE45$PHZ51 X LH145,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,67,1,29,45,188,PHJ40 X LH82,2022-04-29,,,,,,,,,86,177,33500,14.17,133.87,10.2,60.1,15.5,14.2,3.5,2.5,37.8,16,444,24.7,107.2,19.8,5.52,71.83,8.91,4.11,1.08,1.15,yellow,4.48,2022-10-11,,45-29,MOValley-TP3-Hybrids_29_45,0.277690626465108,130.034869684782,3.83513031521829
