index,qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,range,row,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes,rangeRow,file_,NGRDI_mean,range_y,row_y,predicted,residual
1605,MV$HYBRID-HIPS$REP1$PLOT43$ROW27$RANGE12$LH145 X LH162,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,52,2,27,12,243,PHP02 X PHK76,2022-04-29,,,,,,,,,67,170,26000,14.45,136.21,10.4,59.8,17.4,16.4,4,2.8,39.2,13,405,31.9,132.9,24.3,5.19,67.37,9.59,4.43,1.06,1.17,orange,9.62,2022-10-11,,12-27,MOValley-TP1-Hybrids_27_12,-0.164543180368055,27,12,54.7973415373057,-2.7973415373057
1606,MV$HYBRID-HIPS$REP1$PLOT44$ROW29$RANGE12$F42 X OH43,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,66,2,29,12,244,LH123HT X PHB47,2022-04-29,,,,,,,,,94,219,33000,14.44,136.27,10.3,59.8,16.5,15.4,4.2,2.6,38.2,14,361,,146.6,27.5,5.37,69.03,11.03,4.26,1.43,0.91,yellow,4.55,2022-10-11,,12-29,MOValley-TP1-Hybrids_29_12,-0.194797786930735,29,12,59.87543572885,6.12456427114999
1607,MV$HYBRID-HIPS$REP1$PLOT45$ROW23$RANGE13$COMMERCIAL HYBRID 4,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,58,2,23,13,245,B73 X PHM49,2022-04-29,,,,,,,,,,216,29000,17.79,166.76,10.9,59.9,18.5,17.8,4.4,2.5,42,16,536,31,171.9,28.3,5.41,68.16,9.08,3.86,1.4,1.12,yellow,3.45,2022-10-11,,13-23,MOValley-TP1-Hybrids_23_13,-0.187454485229004,23,13,58.6428968874983,-0.642896887498289
1608,MV$HYBRID-HIPS$REP1$PLOT46$ROW25$RANGE13$B84 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,,2,25,13,246,LH185 X LH145,2022-04-29,,,,,,,,,87,204,,,,,,18.9,17.9,4.5,2.9,38.2,17.5,579,31.2,189.1,24.1,5.03,68.86,8.5,3.93,0.85,1.19,yellow,,-Inf,,13-25,,,,,,
1609,MV$HYBRID-HIPS$REP1$PLOT47$ROW27$RANGE13$B105 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,45,2,27,13,247,PHK56 X LH185,2022-04-29,,,,,,,,,70,200,22500,14.82,138.92,10.9,57.5,15.4,15.4,4,2.4,37.8,13,339,32.9,112.5,19.6,5.66,71.83,9.25,3.53,1.55,1.11,yellow,0,2022-10-11,,13-27,MOValley-TP1-Hybrids_27_13,-0.163522526074808,27,13,54.6260294884323,-9.62602948843227
1610,MV$HYBRID-HIPS$REP1$PLOT48$ROW29$RANGE13$LH195 X LH123HT,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,49,2,29,13,248,PHP02 X LH185,2022-04-29,,,,,,,,,78,171,24500,17.45,163.57,10.9,55.6,19.4,18.9,4.5,3.1,42.5,14.5,558,30.1,171.3,28.2,5.01,66.62,9.77,3.91,1.52,1.22,yellow,2.04,2022-10-11,,13-29,MOValley-TP1-Hybrids_29_13,-0.156669018721193,29,13,53.4757003373327,-4.47570033733273
1611,MV$HYBRID-HIPS$REP1$PLOT49$ROW23$RANGE14$PHK76 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,48,2,23,14,249,PHN46 X PHK56,2022-04-29,,,,,,,,,86,213,24000,13.93,130.72,10.8,57.7,16.9,17,4.4,2.9,40.8,17.5,580,23.4,142.7,27.7,5.39,70.73,10.27,3.95,1.64,1.33,yellow,8.33,2022-10-11,,14-23,MOValley-TP1-Hybrids_23_14,-0.161341420344904,23,14,54.259941094084,-6.25994109408403
1612,MV$HYBRID-HIPS$REP1$PLOT50$ROW25$RANGE14$4N506 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,,2,25,14,250,LH185 X W606S,2022-04-29,,,,,,,,,88,184,,,,,,19.4,19.4,4.5,2.8,37.8,17.5,584,33.7,199.2,25.6,5.51,68.75,8.56,4.41,0.74,1.2,yellow,,-Inf,,14-25,,,,,,
1613,MV$HYBRID-HIPS$REP1$PLOT51$ROW27$RANGE14$SOLAR 3,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,,2,27,14,251,PHG39 X PHN82,2022-04-29,,,,,,,,,77,186,,,,,,19.4,18.4,4.2,2.9,35,17,550,30.4,167.6,20.6,5.25,69.41,7.89,3.72,0.89,1.07,yellow,,-Inf,,14-27,,,,,,
1614,MV$HYBRID-HIPS$REP1$PLOT52$ROW29$RANGE14$LH198 X PHZ51,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,51,2,29,14,252,PHP02 X W606S,2022-04-29,,,,,,,,,75,193,25500,18.4,172.67,10.8,57.6,20.9,19.4,4.4,3.5,42.5,16,629,31.5,193.1,33.3,5.32,68.71,9.02,4.08,0.96,1.03,,3.92,2022-10-11,,14-29,MOValley-TP1-Hybrids_29_14,-0.151738112007514,29,14,52.6480707104227,-1.64807071042271
1615,MV$HYBRID-HIPS$REP1$PLOT53$ROW23$RANGE15$PHK76 X LH145,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,,2,23,15,253,PHB47 X PHJ89,2022-04-29,,,,,,,,,77,185,,,,,,19.2,19.4,4.5,2.5,40.8,17.5,623,33.7,,25.3,5.24,68.68,8.52,4.18,0.91,1.18,yellow,,-Inf,,15-23,,,,,,
1616,MV$HYBRID-HIPS$REP1$PLOT54$ROW25$RANGE15$PHG39 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,2,25,15,254,PHW52 X PHM49,2022-04-29,,,,,,,,,102,216,28500,17.09,159.66,11.2,61.5,19.5,19.8,3.9,2.4,41.5,13.5,532,27.8,147.1,20.7,5.24,72.67,7.91,4.52,0.2,0.92,yellow,5.26,2022-10-11,,15-25,MOValley-TP1-Hybrids_25_15,-0.190735489575112,25,15,59.1935981196523,-2.19359811965229
1617,MV$HYBRID-HIPS$REP1$PLOT55$ROW27$RANGE15$PHP02 X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,2,27,15,255,PHK76 X LH145,2022-04-29,,,,,,,,,93,182,25000,12.73,120.8,9.8,63.4,18.9,19.1,3.8,2.5,43.5,14,566,21.2,120.9,25.6,5.9,70.27,10.42,4.22,0.94,1.03,orange,2,2022-10-11,,15-27,MOValley-TP1-Hybrids_27_15,-0.14019226738184,27,15,50.7101546972483,-0.710154697248335
1618,MV$HYBRID-HIPS$REP1$PLOT56$ROW29$RANGE15$PHW52 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,2,29,15,256,PHJ40 X LH82,2022-04-29,,,,,,,,,87,176,32500,17.47,164.49,10.5,58.7,17,15.4,4.2,2.8,37.5,17,572,23.1,138.6,25.1,5.29,68.57,9.34,4.19,0.6,1.08,red,0,2022-10-11,,15-29,MOValley-TP1-Hybrids_29_15,-0.177839709239486,29,15,57.0291017120688,7.97089828793122
1619,MV$HYBRID-HIPS$REP1$PLOT57$ROW23$RANGE16$PHN46 X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,45,2,23,16,257,PHK56 X 3IIH6,2022-04-29,,,,,,,,,72,197,22500,15.61,146.49,10.8,57.6,17.9,18,4.4,2.5,42.2,15.5,595,30.2,172.1,28.2,5.15,67.28,8.66,3.74,1.39,1.26,yellow,17.78,2022-10-11,,16-23,MOValley-TP1-Hybrids_23_16,-0.124818342415522,23,16,48.1297133052588,-3.12971330525881
1620,MV$HYBRID-HIPS$REP1$PLOT58$ROW25$RANGE16$LH195 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,2,25,16,258,LH195 X PHZ51,2022-04-29,,,,,,,,,116,230,28500,19.25,180.65,10.8,61.8,21.1,21.1,4.1,2.5,46,13.5,590,31.4,187.5,37.4,5.29,70.5,9.64,4.49,0.95,1.1,yellow,0,2022-10-11,,16-25,MOValley-TP1-Hybrids_25_16,-0.206052563236025,25,16,61.7644972859592,-4.76449728595924
1621,MV$HYBRID-HIPS$REP1$PLOT59$ROW27$RANGE16$B73 X MO17,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,,2,27,16,259,PHK56 X LH145,2022-04-29,,,,,,,,,93,195,,,,,,19,19.1,4.4,2.8,38,17,583,33.1,196.1,24,5.28,69.19,7.57,3.89,0.96,1.11,yellow,,-Inf,,16-27,,,,,,
1622,MV$HYBRID-HIPS$REP1$PLOT60$ROW29$RANGE16$B73 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,48,2,29,16,260,PHK56 X LH198,2022-04-29,,,,,,,,,80,212,24000,17.87,167.88,10.7,60.6,15.8,15,4.4,2.5,40.2,16.5,505,27.3,137.4,24.9,5.38,71.46,7.79,3.75,1.28,1.13,yellow,4.17,2022-10-11,,16-29,MOValley-TP1-Hybrids_29_16,-0.179138892793893,29,16,57.2471635945698,-9.24716359456975
1623,MV$HYBRID-HIPS$REP1$PLOT61$ROW23$RANGE17$PHN46 X PHK56,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,2,23,17,261,PHW52 X PHN82,2022-04-29,,,,,,,,,78,193,30500,19.63,182.77,11.5,61.7,18.2,18.2,4.2,2.6,39.5,17,580,28.7,164.2,24.1,4.78,71.57,8.44,4.36,0.41,0.98,yellow,3.28,2022-10-11,,17-23,MOValley-TP1-Hybrids_23_17,-0.183897890381708,23,17,58.0459390788316,2.95406092116839
1624,MV$HYBRID-HIPS$REP1$PLOT62$ROW25$RANGE17$2FACC X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,2,25,17,262,2FACC X 3IIH6,2022-04-29,,,,,,,,,72,170,25000,15.75,148.13,10.6,55.7,18.1,18.2,4.2,2.6,38.2,16,550,23.3,127.3,26.2,5.49,69.24,10.57,4.08,1.73,1.48,yellow,0,2022-10-11,,17-25,MOValley-TP1-Hybrids_25_17,-0.152138123212412,25,17,52.7152107200585,-2.71521072005849
1625,MV$HYBRID-HIPS$REP1$PLOT63$ROW27$RANGE17$B73 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,43,2,27,17,263,PHP02 X PHB47,2022-04-29,,,,,,,,,83,195,21500,13.02,121.22,11.5,55.3,19.1,19.2,4.4,2.5,45.2,14.5,622,27.2,168.5,27.6,5.26,67.33,9.59,3.99,1.43,1.2,yellow,4.65,2022-10-11,,17-27,MOValley-TP1-Hybrids_27_17,-0.154304902979307,27,17,53.0788945685273,-10.0788945685273
1626,MV$HYBRID-HIPS$REP1$PLOT65$ROW23$RANGE18$PHP02 X PHK56,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,59,2,23,18,265,LH82 X PHJ89,2022-04-29,,,,,,,,,84,186,29500,21.34,200.71,10.6,59,15.8,,4,2,39.2,16.5,566,24,135.3,16.9,5.51,68.72,8.09,4.38,0.5,1.16,yellow,5.08,2022-10-11,,18-23,MOValley-TP1-Hybrids_23_18,-0.168837366130933,23,18,55.5181005309719,3.48189946902813
1627,MV$HYBRID-HIPS$REP1$PLOT66$ROW25$RANGE18$PHB47 X PHJ89,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,52,2,25,18,266,HOEGEMEYER 7089 AMXT,2022-04-29,,,,,,,,,92,203,26000,21.86,206.52,10.2,60.6,20.5,,4,2.1,43.8,13,566,36.1,197.2,28.6,4.61,68.42,9.56,3.31,1.12,1.15,yellow,1.92,2022-10-11,,18-25,MOValley-TP1-Hybrids_25_18,-0.14952392527918,25,18,52.2764298252288,-0.276429825228817
1628,MV$HYBRID-HIPS$REP1$PLOT67$ROW27$RANGE18$PHG39 X PHN82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,53,2,27,18,267,2369 X 3IIH6,2022-04-29,,,,,,,,,85,184,26500,16.57,156.54,10.2,58.1,16.8,16.8,4.4,2.6,36.2,18.5,630,20,125.4,20.7,5.4,72.31,8.4,4.05,1.78,1.36,yellow,3.77,2022-10-11,,18-27,MOValley-TP1-Hybrids_27_18,-0.165663564148549,27,18,54.9853927141154,-1.98539271411542
1629,MV$HYBRID-HIPS$REP1$PLOT68$ROW29$RANGE18$B14A X MO17,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,2,29,18,268,LH195 X PHM49,2022-04-29,,,,,,,,,65,184,27000,12.36,116.64,10.3,60.8,16.6,16.8,3.5,2.2,37.5,13,500,20.3,101,15.7,4.81,71.76,8.01,4.34,0.41,0.94,yellow,3.7,2022-10-11,,18-29,MOValley-TP1-Hybrids_29_18,-0.14028810413866,29,18,50.7262404485912,3.27375955140878
1630,MV$HYBRID-HIPS$REP1$PLOT69$ROW23$RANGE19$PHP02 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,64,2,23,19,269,LH74 X PHM49,2022-04-29,,,,,,,,,90,194,32000,19.85,188.37,9.8,62.4,17,,3.8,2.1,37.5,14.5,486,27.9,132.3,19.5,5.24,68.6,8.5,3.66,1.09,0.97,yellow,0,2022-10-11,,19-23,MOValley-TP1-Hybrids_23_19,-0.189463023343255,23,19,58.9800206147675,5.01997938523253
1631,MV$HYBRID-HIPS$REP1$PLOT70$ROW25$RANGE19$2369 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,39,2,25,19,270,PHP02 X LH198,2022-04-29,,,,,,,,,91,187,19500,15.95,150.18,10.5,59.8,16.9,14.5,4.4,2.6,36.8,15,459,32,166.4,31.4,4.94,66.64,10.89,3.87,1.43,1.13,yellow,0,2022-10-11,,19-25,MOValley-TP1-Hybrids_25_19,-0.164564385368986,25,19,54.8009006975227,-15.8009006975227
1632,MV$HYBRID-HIPS$REP1$PLOT71$ROW27$RANGE19$SOLAR 1,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,2,27,19,271,LH195 X 3IIH6,2022-04-29,,,,,,,,,74,177,31500,17.08,159.92,11,58.1,19.6,,4.2,2.5,39.8,17.5,655,28,179.8,27.4,4.78,69.42,8.13,4.17,1.32,1.35,yellow,3.17,2022-10-11,,19-27,MOValley-TP1-Hybrids_27_19,-0.188324621915096,27,19,58.7889452600772,4.21105473992284
1633,MV$HYBRID-HIPS$REP1$PLOT72$ROW29$RANGE19$F42 X MO17,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,2,29,19,272,LH198 X PHZ51,2022-04-29,,,,,,,,,103,204,32500,15.53,144.92,11.3,62,17.9,,3.6,2.1,34,12.2,432,30,127.7,28.8,4.68,70.08,8.95,3.37,1.22,0.99,yellow,1.54,2022-10-11,,19-29,MOValley-TP1-Hybrids_29_19,-0.21520759550094,29,19,63.3011266277274,1.6988733722726
1634,MV$HYBRID-HIPS$REP1$PLOT73$ROW23$RANGE20$PHK76 X LH198,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,2,23,20,273,B14A X MO17,2022-04-29,,,,,,,,,105,201,30500,17.92,166.09,11.9,57,17.1,,3.8,2.5,39,14,527,23.6,125.2,21.1,5.56,71.87,7.83,3.99,1.85,1.25,yellow,11.48,2022-10-11,,20-23,MOValley-TP1-Hybrids_23_20,-0.185811013726411,23,20,58.3670478833476,2.63295211665239
1635,MV$HYBRID-HIPS$REP1$PLOT74$ROW25$RANGE20$PHT69 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,2,25,20,274,PHK76 X LH82,2022-04-29,,,,,,,,,79,171,31500,19.13,179.72,10.7,61.1,16,,4,2.5,33,17,526,24.5,119.5,17.3,5.27,68.33,9,4.09,0.85,1.09,orange,0,2022-10-11,,20-25,MOValley-TP1-Hybrids_25_20,-0.154143634946526,25,20,53.051826483578,9.94817351642202
1636,MV$HYBRID-HIPS$REP1$PLOT75$ROW27$RANGE20$B37 X OH43,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,62,2,27,20,275,2369 X LH123HT,2022-04-29,,,,,,,,,120,244,31000,14.45,134.23,11.7,60.4,17.8,,4.2,2.8,41.2,15,596,25.7,153.6,28.2,5.33,70.89,9.78,3.96,0.98,0.89,yellow,3.23,2022-10-11,,20-27,MOValley-TP1-Hybrids_27_20,-0.203137482865057,27,20,61.2752146813738,0.724785318626246
1637,MV$HYBRID-HIPS$REP1$PLOT78$ROW25$RANGE21$PHK56 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,49,2,25,21,278,PHK56 X LH82,2022-04-29,,,,,,,,,93,196,24500,20.03,188.39,10.6,59.4,15.6,,4.1,2.2,39.2,18,671,22.6,145.3,23.7,4.91,68.55,7.82,4.07,1.02,1.12,yellow,0,2022-10-11,,21-25,MOValley-TP1-Hybrids_25_21,-0.187317971289431,25,21,58.6199836613033,-9.61998366130332
1638,MV$HYBRID-HIPS$REP1$PLOT79$ROW27$RANGE21$LH198 X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,2,27,21,279,N209 X 3IIH6,2022-04-29,,,,,,,,,92,200,32500,18.33,171.24,11.2,56.2,16.2,,4.2,2.5,36.5,17.5,588,27.6,163.3,26.1,4.92,70.26,8.93,4.5,1.83,1.38,yellow,4.62,2022-10-11,,21-27,MOValley-TP1-Hybrids_27_21,-0.186473878898963,27,21,58.4783067019192,6.52169329808076
1639,MV$HYBRID-HIPS$REP1$PLOT80$ROW29$RANGE21$2369 X PHP02,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,67,2,29,21,280,B37 X H95,2022-04-29,,,,,,,,,81,207,33500,14.26,133.97,10.7,63,13.4,,3.6,2.4,28.8,16,360,21.5,76.6,17.6,5.1,70.58,8.38,4.69,0.99,0.92,yellow,1.49,2022-10-11,,21-29,MOValley-TP1-Hybrids_29_21,-0.211469307295586,29,21,62.6736724388059,4.32632756119415
1640,MV$HYBRID-HIPS$REP1$PLOT81$ROW23$RANGE22$PHK56 X PHJ89,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,2,23,22,281,PHP02 X PHG47,2022-04-29,,,,,,,,,80,196,27000,17.14,161.93,10.2,59,18.5,,4.5,2.9,39.2,16.5,606,24.3,146.3,22.3,5.17,67.53,8.35,4.4,0.98,1.19,yellow,3.7,2022-10-11,,22-23,MOValley-TP1-Hybrids_23_22,-0.175800914579233,23,22,56.6868995650822,-2.68689956508224
1641,MV$HYBRID-HIPS$REP1$PLOT82$ROW25$RANGE22$LH185 X W606S,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,2,25,22,282,F42 X MO17,2022-04-29,,,,,,,,,105,206,27000,18.64,172.77,11.9,58.6,21.4,,4.6,3.1,51.5,16,787,26.4,,29.1,5.93,72.95,6.73,4.17,1.36,1.21,yellow,3.7,2022-10-11,,22-25,MOValley-TP1-Hybrids_25_22,-0.182637984709182,25,22,57.8344698050768,-3.83446980507678
1642,MV$HYBRID-HIPS$REP1$PLOT83$ROW27$RANGE22$LH123HT X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,64,2,27,22,283,B37 X OH43,2022-04-29,,,,,,,,,95,211,32000,16.05,150.28,11,59.9,17.4,,4.1,2.8,41.8,16.5,615,24.9,145.1,25.5,5.78,66.62,9.4,4.21,1.43,1.05,yellow,0,2022-10-11,,22-27,MOValley-TP1-Hybrids_27_22,-0.22194771428232,27,22,64.4324240373676,-0.432424037367639
1643,MV$HYBRID-HIPS$REP1$PLOT84$ROW29$RANGE22$PHK56 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,48,2,29,22,284,LH185 X LH82,2022-04-29,,,,,,,,,62,174,24000,18.19,171.47,10.4,59.7,18.4,,4.9,3.2,40.2,17.5,650,25.8,166.6,23.7,5.66,68.62,7.8,3.94,1.19,1.14,yellow,2.08,2022-10-11,,22-29,MOValley-TP1-Hybrids_29_22,-0.172337736997684,29,22,56.1056214074993,-8.10562140749933
1644,MV$HYBRID-HIPS$REP1$PLOT85$ROW23$RANGE23$COMMERCIAL HYBRID 2,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,2,23,23,285,B84 X 3IIH6,2022-04-29,,,,,,,,,130,217,30500,12.04,112.61,11.1,57.6,17.1,,4,2.6,37.5,16.5,586,26.5,147.4,27.9,5.72,72.42,7.25,3.72,1.58,1.3,yellow,4.92,2022-10-11,,23-23,MOValley-TP1-Hybrids_23_23,-0.193320318064701,23,23,59.627449490746,1.37255050925397
1645,MV$HYBRID-HIPS$REP1$PLOT86$ROW25$RANGE23$PHP02 X PHJ89,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,60,2,25,23,286,LH195 X LH185,2022-04-29,,,,,,,,,93,211,30000,18.72,175.48,10.9,59.3,15.4,,3.8,2,36,16.2,488,25.6,116.5,15.6,5.86,68.93,7.47,4.25,0.96,1.06,yellow,0,2022-10-11,,23-25,MOValley-TP1-Hybrids_25_23,-0.193376714801539,25,23,59.636915419221,0.363084580779045
1646,MV$HYBRID-HIPS$REP1$PLOT87$ROW27$RANGE23$PHP02 X LH198,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,60,2,27,23,287,PHW52 X LH185,2022-04-29,,,,,,,,,75,192,30000,17.79,166.2,11.2,59.5,18.6,,4.5,2.6,40.8,13.8,509,32.1,164.2,21.5,5.63,69.98,7.52,4.53,0.97,1.26,yellow,1.67,2022-10-11,,23-27,MOValley-TP1-Hybrids_27_23,-0.179738320698763,27,23,57.3477747644973,2.65222523550267
1647,MV$HYBRID-HIPS$REP1$PLOT88$ROW29$RANGE23$PHJ40 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,66,2,29,23,288,PHZ51 X LH145,2022-04-29,,,,,,,,,92,224,33000,15.7,148.65,10,60.3,19.2,,3.6,2.4,41.5,14.5,600,22.7,125.6,25.9,5.5,68.72,8.15,3.52,1.16,1.08,yellow,6.06,2022-10-11,,23-29,MOValley-TP1-Hybrids_29_23,-0.200737635557205,29,23,60.8724115363602,5.12758846363985
0,,Missouri Valley,,,,0,LC_4211,,,,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-27,,,,,,
1,,Missouri Valley,,,,0,LC_4211,,,,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-29,,,,,,
2,,Missouri Valley,,,,0,LC_4211,,,,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-29,,,,,,
3,,Missouri Valley,,,,0,LC_4211,,,,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-23,,,,,,
4,,Missouri Valley,,,,0,LC_4211,,,,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-27,,,,,,
5,,Missouri Valley,,,,0,LC_4211,,,,27,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-27,,,,,,
6,,Missouri Valley,,,,0,LC_4211,,,,27,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36-27,,,,,,
7,,Missouri Valley,,,,0,LC_4211,,,,27,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41-27,,,,,,
