location,model,Date,image,time,r2_mean,count,r2_sd,r2_se
Lincoln,PLSR,2022-08-04,UAV,TP3,0.382356195302633,5,0.076062809008404,0.0340163223004749
Lincoln,PSLR,2022-07-18,Satellite,TP1,0.33242126310297,5,0.107202089665839,0.0479422319645687
Lincoln,PSLR,2022-08-06,Satellite,TP2,0.339297017272253,5,0.0729045192721309,0.0326038921918857
Lincoln,PSLR,2022-09-03,Satellite,TP3,0.203925122973545,5,0.147579019511027,0.0659993439358851
Lincoln,PSLR,2022-09-11,Satellite,TP4,0.426947436897158,5,0.114126855485704,0.0510390813848658
Lincoln,PSLR,2022-09-19,Satellite,TP5,0.390721560815548,5,0.0560801042046923,0.0250797850373927
Lincoln,PSLR,2022-09-27,Satellite,TP6,0.353972092933127,5,0.079183894665523,0.0354121142390585
Lincoln,RF,2022-07-13,UAV,TP1,0.345906309398873,5,0.0544296230288502,0.0243416674164394
Lincoln,RF,2022-07-18,Satellite,TP1,0.357921306783694,5,0.14093744678715,0.0630291423182652
Lincoln,RF,2022-07-28,UAV,TP2,0.441802257754427,5,0.104648169927454,0.0468000843357473
Lincoln,RF,2022-08-04,UAV,TP3,0.380386314818442,5,0.117700743731286,0.0526373727970877
Lincoln,RF,2022-08-06,Satellite,TP2,0.380992473619598,5,0.0582970100878478,0.0260712154882837
Lincoln,RF,2022-09-03,Satellite,TP3,0.28478086397744,5,0.142468516980065,0.0637138577242019
Lincoln,RF,2022-09-11,Satellite,TP4,0.403023880624037,5,0.133113530749226,0.0595301806960554
Lincoln,RF,2022-09-19,Satellite,TP5,0.390034155817629,5,0.0759225679659686,0.0339536045996507
Lincoln,RF,2022-09-27,Satellite,TP6,0.392689248905076,5,0.0533797072423243,0.023872130802575
Lincoln,SVM,2022-07-13,UAV,TP1,0.344772447892213,5,0.043919894892545,0.0196415741088753
Lincoln,SVM,2022-07-18,Satellite,TP1,0.298597702506727,5,0.113946206633408,0.0509582927621076
Lincoln,SVM,2022-07-28,UAV,TP2,0.402836292219884,5,0.0908424983670081,0.0406260003189088
Lincoln,SVM,2022-08-04,UAV,TP3,0.344819535016219,5,0.120879723859055,0.0540590559300498
Lincoln,SVM,2022-08-06,Satellite,TP2,0.323493992704058,5,0.0649311582997389,0.0290380967632032
Lincoln,SVM,2022-09-03,Satellite,TP3,0.283087906753381,5,0.139959417504723,0.062591754326367
Lincoln,SVM,2022-09-11,Satellite,TP4,0.354034849521048,5,0.143838617921961,0.0643265854926247
Lincoln,SVM,2022-09-19,Satellite,TP5,0.36170457643247,5,0.0678459646544198,0.0303416377932661
Lincoln,SVM,2022-09-27,Satellite,TP6,0.371156977508442,5,0.0635160937327097,0.0284052606503174
Missouri Valley,GB,2022-07-13,Satellite,TP1,0.106356622006719,5,0.0641232551569836,0.0286767914939159
Missouri Valley,GB,2022-07-13,UAV,TP1,0.102565033827097,5,0.0628460464326941,0.0281056063881225
Missouri Valley,GB,2022-07-21,Satellite,TP2,0.134264231241739,5,0.147347624375177,0.0658958608852002
Missouri Valley,GB,2022-07-27,UAV,TP2,0.157154570520455,5,0.11455628836525,0.0512311296069533
Missouri Valley,GB,2022-08-08,Satellite,TP3,0.418616545215961,5,0.175749759260603,0.0785976817471864
Missouri Valley,GB,2022-08-10,UAV,TP3,0.350289441404021,5,0.150235596902495,0.067187401462847
Missouri Valley,GB,2022-09-03,Satellite,TP4,0.213013964670858,5,0.189069403043925,0.0845544075343045
Missouri Valley,GB,2022-09-11,Satellite,TP5,0.130727745660376,5,0.105071752629843,0.0469895162790741
Missouri Valley,GB,2022-09-19,Satellite,TP6,0.0635142495546052,5,0.084304418911309,0.0377020822978612
Missouri Valley,LASSO,2022-07-13,Satellite,TP1,NA,5,NA,NA
Missouri Valley,LASSO,2022-07-13,UAV,TP1,0.188101284994863,5,0.0946721193551506,0.0423386588904181
Missouri Valley,LASSO,2022-07-21,Satellite,TP2,NA,5,NA,NA
Missouri Valley,LASSO,2022-07-27,UAV,TP2,0.286159141043226,5,0.120994311891233,0.0541103012559216
Missouri Valley,LASSO,2022-08-08,Satellite,TP3,NA,5,NA,NA
Missouri Valley,LASSO,2022-08-10,UAV,TP3,0.413463683345945,5,0.108868662571896,0.0486875460260493
Missouri Valley,LASSO,2022-09-03,Satellite,TP4,NA,5,NA,NA
Missouri Valley,LASSO,2022-09-11,Satellite,TP5,NA,5,NA,NA
Missouri Valley,LASSO,2022-09-19,Satellite,TP6,NA,5,NA,NA
Missouri Valley,LR,2022-07-13,Satellite,TP1,0.0515241405366592,5,0.030364093109346,0.0135792352535261
Missouri Valley,LR,2022-07-13,UAV,TP1,0.239061698535733,5,0.0950156586275644,0.0424922943236297
Missouri Valley,LR,2022-07-21,Satellite,TP2,0.0398070565564471,5,0.0419515304702143,0.0187612947783106
Missouri Valley,LR,2022-07-27,UAV,TP2,0.322115397095204,5,0.13015059814827,0.0582051169543578
Missouri Valley,LR,2022-08-08,Satellite,TP3,0.199053278483296,5,0.153276174628066,0.0685471891598968
Missouri Valley,LR,2022-08-10,UAV,TP3,0.238837375407452,5,0.180893659522657,0.0808981038782728
Missouri Valley,LR,2022-09-03,Satellite,TP4,0.060171060358269,5,0.0442239425810662,0.0197775483688623
Missouri Valley,LR,2022-09-11,Satellite,TP5,0.0431766764407702,5,0.0418600493484765,0.0187203831769379
Missouri Valley,LR,2022-09-19,Satellite,TP6,0.111361866758314,5,0.0748458153587552,0.0334720661947149
Missouri Valley,PLSR,2022-07-13,UAV,TP1,0.179556552752342,5,0.105943248677208,0.0473792611598801
Missouri Valley,PLSR,2022-07-27,UAV,TP2,0.1910634375356,5,0.104432591561434,0.0467036747595675
Missouri Valley,PLSR,2022-08-10,UAV,TP3,0.324244169600335,5,0.109967802839156,0.0491790964969294
Missouri Valley,PSLR,2022-07-13,Satellite,TP1,0.109435490908628,5,0.0954230117084131,0.042674468159554
Missouri Valley,PSLR,2022-07-21,Satellite,TP2,0.160740356627964,5,0.145700758245111,0.065159359961866
Missouri Valley,PSLR,2022-08-08,Satellite,TP3,0.371966366819131,5,0.112460730630847,0.0502939676979734
Missouri Valley,PSLR,2022-09-03,Satellite,TP4,0.203034807090713,5,0.134874397007523,0.0603176640266231
Missouri Valley,PSLR,2022-09-11,Satellite,TP5,0.174025808777941,5,0.117511214526593,0.0525526127600044
Missouri Valley,PSLR,2022-09-19,Satellite,TP6,0.0802079131037319,5,0.0486854359228315,0.0217727888475323
Missouri Valley,RF,2022-07-13,Satellite,TP1,0.13237546942483,5,0.0672547896030797,0.0300772562729865
Missouri Valley,RF,2022-07-13,UAV,TP1,0.0947327139006981,5,0.0584901547703155,0.0261575924161818
Missouri Valley,RF,2022-07-21,Satellite,TP2,0.160496752375541,5,0.154389357069149,0.0690450194818211
Missouri Valley,RF,2022-07-27,UAV,TP2,0.180296639397006,5,0.0888141521828019,0.0397188963289513
Missouri Valley,RF,2022-08-08,Satellite,TP3,0.450564310255439,5,0.147535012797376,0.0659796635352466
Missouri Valley,RF,2022-08-10,UAV,TP3,0.415757103709701,5,0.148747807241081,0.0665220416990187
Missouri Valley,RF,2022-09-03,Satellite,TP4,0.22141361138267,5,0.217314795045736,0.09718613084774
Missouri Valley,RF,2022-09-11,Satellite,TP5,0.177745851270139,5,0.186651024202074,0.0834728756371592
Missouri Valley,RF,2022-09-19,Satellite,TP6,0.0583402389849342,5,0.0732222248358529,0.0327459744393481
Missouri Valley,SVM,2022-07-13,Satellite,TP1,0.0683289467197216,5,0.0487597499316112,0.0218060230825947
Missouri Valley,SVM,2022-07-13,UAV,TP1,0.130075415276263,5,0.0873551369580973,0.0390664048844219
Missouri Valley,SVM,2022-07-21,Satellite,TP2,0.147566252983506,5,0.161461608895513,0.0722078266493702
Missouri Valley,SVM,2022-07-27,UAV,TP2,0.202953120478565,5,0.106158242664974,0.0474754093941601
Missouri Valley,SVM,2022-08-08,Satellite,TP3,0.401589823313916,5,0.204761553715164,0.0915721506571164
Missouri Valley,SVM,2022-08-10,UAV,TP3,0.372517063259105,5,0.163963357787168,0.0733266427662454
Missouri Valley,SVM,2022-09-03,Satellite,TP4,0.216632928493332,5,0.185883601770668,0.0831296738923428
Missouri Valley,SVM,2022-09-11,Satellite,TP5,0.142469193099109,5,0.139976441017679,0.0625993674728039
Missouri Valley,SVM,2022-09-19,Satellite,TP6,0.0551138677210834,5,0.032147544830691,0.0143768191102294
Scottsbluff,GB,2022-07-04,Satellite,TP1,0.0457592534217137,5,0.03657717336654,0.0163578092144757
Scottsbluff,GB,2022-07-08,UAV,TP1,0.19490021657668,5,0.116578719504686,0.0521355883084717
Scottsbluff,GB,2022-07-17,Satellite,TP2,0.0863724678962675,5,0.0970567460624267,0.0434050963741042
Scottsbluff,GB,2022-07-22,UAV,TP2,0.0392982508983145,5,0.0475295846519223,0.0212558764448058
Scottsbluff,GB,2022-08-07,Satellite,TP3,0.115051877813083,5,0.0526263447225522,0.0235352168413928
Scottsbluff,GB,2022-08-12,UAV,TP3,0.191520606272615,5,0.0778395407017014,0.0348109008692732
Scottsbluff,GB,2022-08-18,Satellite,TP4,0.147877274475371,5,0.157979157485038,0.0706504270329378
Scottsbluff,GB,2022-09-09,Satellite,TP5,0.142568773154641,5,0.110861725722432,0.0495788709636588
Scottsbluff,GB,2022-09-24,Satellite,TP6,0.143292213219266,5,0.0810657328907661,0.0362536978779187
Scottsbluff,LASSO,2022-07-04,Satellite,TP1,NA,5,NA,NA
Scottsbluff,LASSO,2022-07-08,UAV,TP1,0.237164363114373,5,0.0911646394179088,0.0407700661765402
Scottsbluff,LASSO,2022-07-17,Satellite,TP2,NA,5,NA,NA
Scottsbluff,LASSO,2022-07-22,UAV,TP2,0.174700844473383,5,0.117966323959419,0.0527561438858046
Scottsbluff,LASSO,2022-08-07,Satellite,TP3,NA,5,NA,NA
Scottsbluff,LASSO,2022-08-12,UAV,TP3,0.271961470306111,5,0.127869758020107,0.0571850942398817
Scottsbluff,LASSO,2022-08-18,Satellite,TP4,NA,5,NA,NA
Scottsbluff,LASSO,2022-09-09,Satellite,TP5,NA,5,NA,NA
Scottsbluff,LASSO,2022-09-24,Satellite,TP6,NA,5,NA,NA
Scottsbluff,LR,2022-07-04,Satellite,TP1,0.0144512854850975,5,0.0130294264530233,0.00582693665135883
Scottsbluff,LR,2022-07-08,UAV,TP1,0.0877703646173914,5,0.0600757441720242,0.0268666895535066
Scottsbluff,LR,2022-07-17,Satellite,TP2,0.0920761648872763,5,0.0863512444209005,0.0386174504933666
Scottsbluff,LR,2022-07-22,UAV,TP2,0.088763183083806,5,0.0513781149404989,0.0229769915125506
Scottsbluff,LR,2022-08-07,Satellite,TP3,0.0228249066948037,5,0.0217039028168697,0.00970628041511396
Scottsbluff,LR,2022-08-12,UAV,TP3,0.115990651636312,5,0.119879653563999,0.0536118108976454
Scottsbluff,LR,2022-08-18,Satellite,TP4,0.0955666339907851,5,0.0687873375553032,0.0307626325529764
Scottsbluff,LR,2022-09-09,Satellite,TP5,0.0996855212053964,5,0.0583329862237102,0.0260873045053549
Scottsbluff,LR,2022-09-24,Satellite,TP6,0.111656131839145,5,0.0748502503858664,0.0334740495991354
Scottsbluff,PLSR,2022-07-08,UAV,TP1,0.212987361725954,5,0.164462672037629,0.0735499428874784
Scottsbluff,PLSR,2022-07-22,UAV,TP2,0.160175950333288,5,0.113862657784356,0.0509209285809229
Scottsbluff,PLSR,2022-08-12,UAV,TP3,0.216175087005078,5,0.149936236831259,0.0670535235690406
Scottsbluff,PSLR,2022-07-04,Satellite,TP1,0.020005613901156,5,0.0195922296351797,0.00876191145900954
Scottsbluff,PSLR,2022-07-17,Satellite,TP2,0.152469020078841,5,0.115924287206719,0.0518429172874865
Scottsbluff,PSLR,2022-08-07,Satellite,TP3,0.131506297246942,5,0.100061934633966,0.0447490575603377
Scottsbluff,PSLR,2022-08-18,Satellite,TP4,0.183011042771128,5,0.08912682915564,0.0398587297222042
Scottsbluff,PSLR,2022-09-09,Satellite,TP5,0.223106878754117,5,0.0994116195543602,0.0444582278153794
Scottsbluff,PSLR,2022-09-24,Satellite,TP6,0.203000566052901,5,0.0521840290580014,0.0233374072627031
Scottsbluff,RF,2022-07-04,Satellite,TP1,0.0377679364278631,5,0.0572743433205764,0.025613865006294
Scottsbluff,RF,2022-07-08,UAV,TP1,0.231378218503829,5,0.0822827545620963,0.0367979665153556
Scottsbluff,RF,2022-07-17,Satellite,TP2,0.109883571456042,5,0.112543537742413,0.0503310001640695
Scottsbluff,RF,2022-07-22,UAV,TP2,0.0469462982519505,5,0.0474585831447177,0.0212241236054829
Scottsbluff,RF,2022-08-07,Satellite,TP3,0.162389262596624,5,0.0443121746052205,0.0198170069296226
Scottsbluff,RF,2022-08-12,UAV,TP3,0.150570533122738,5,0.0847028341575147,0.0378802590126188
Scottsbluff,RF,2022-08-18,Satellite,TP4,0.176356187744845,5,0.141288881143268,0.063186308540247
Scottsbluff,RF,2022-09-09,Satellite,TP5,0.185108017534881,5,0.120401937356663,0.0538453833104341
Scottsbluff,RF,2022-09-24,Satellite,TP6,0.195907772681786,5,0.0851488911369294,0.0380797417581807
Scottsbluff,SVM,2022-07-04,Satellite,TP1,0.0268095199258796,5,0.0339067034443985,0.0151635387589202
Scottsbluff,SVM,2022-07-08,UAV,TP1,0.220824731853804,5,0.107930022403321,0.04826777338138
Scottsbluff,SVM,2022-07-17,Satellite,TP2,0.106840683956409,5,0.108796987277201,0.0486554918598001
Scottsbluff,SVM,2022-07-22,UAV,TP2,0.0661212904721522,5,0.0821889052691272,0.0367559958356118
Scottsbluff,SVM,2022-08-07,Satellite,TP3,0.155633631710807,5,0.0842101178631438,0.0376599095870518
Scottsbluff,SVM,2022-08-12,UAV,TP3,0.143837503899432,5,0.102033598478195,0.0456308124372328
Scottsbluff,SVM,2022-08-18,Satellite,TP4,0.18908325405497,5,0.105831555474961,0.0473293104413104
Scottsbluff,SVM,2022-09-09,Satellite,TP5,0.205565988437727,5,0.0852870796515516,0.0381415415406617
Scottsbluff,SVM,2022-09-24,Satellite,TP6,0.186238917998797,5,0.0476839257878112,0.0213248998991202
